Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
çekmek,244500,dolar,istiyorum,ve,False,DIGER
istiyorum,dolar,çekmek,ve,harcamalarım,False,DIGER
ve,çekmek,istiyorum,harcamalarım,5000,False,DIGER
harcamalarım,istiyorum,ve,5000,USD,False,DIGER
5000,ve,harcamalarım,USD,<YOK>,True,GIDER
USD,harcamalarım,5000,<YOK>,<YOK>,False,DIGER
ettiğim,<YOK>,Talep,tutar,592500,False,DIGER
tutar,Talep,ettiğim,592500,TL,False,DIGER
592500,ettiğim,tutar,TL,ama,True,TUTAR
TL,tutar,592500,ama,maaşım,False,DIGER
ama,592500,TL,maaşım,93000,False,DIGER
maaşım,TL,ama,93000,dolar,False,DIGER
93000,ama,maaşım,dolar,ve,True,GELIR
dolar,maaşım,93000,ve,giderlerim,False,DIGER
ve,93000,dolar,giderlerim,yaklaşık,False,DIGER
giderlerim,dolar,ve,yaklaşık,54500,False,DIGER
yaklaşık,ve,giderlerim,54500,TL,False,DIGER
54500,giderlerim,yaklaşık,TL,ama,True,GIDER
TL,yaklaşık,54500,ama,49,False,DIGER
ama,54500,TL,49,ay,False,DIGER
49,TL,ama,ay,vade,True,VADE
vade,49,ay,ile,<YOK>,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,15000,False,DIGER
giderim,<YOK>,Ortalama,15000,€,False,DIGER
15000,Ortalama,giderim,€,ve,True,GIDER
€,giderim,15000,ve,14,False,DIGER
ve,15000,€,14,ay,False,DIGER
14,€,ve,ay,vadeyle,True,VADE
ay,ve,14,vadeyle,ve,False,DIGER
vadeyle,14,ay,ve,maaşım,False,DIGER
ve,ay,vadeyle,maaşım,136500,False,DIGER
maaşım,vadeyle,ve,136500,TL,False,DIGER
136500,ve,maaşım,TL,340000,True,GELIR
TL,maaşım,136500,340000,TL,False,DIGER
340000,136500,TL,TL,kredi,True,TUTAR
TL,TL,340000,kredi,istiyorum,False,DIGER
kredi,340000,TL,istiyorum,<YOK>,False,DIGER
41,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,41,içinde,ödemek,False,DIGER
istiyorum,içinde,ödemek,ve,gelirim,False,DIGER
ve,ödemek,istiyorum,gelirim,45500,False,DIGER
gelirim,istiyorum,ve,45500,TL,False,DIGER
45500,ve,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,45500,<YOK>,<YOK>,False,DIGER
28,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,28,içinde,ödemek,False,DIGER
istiyorum,içinde,ödemek,yaklaşık,158500,False,DIGER
yaklaşık,ödemek,istiyorum,158500,TL,False,DIGER
158500,istiyorum,yaklaşık,TL,bir,True,TUTAR
TL,yaklaşık,158500,bir,kredi,False,DIGER
bir,158500,TL,kredi,istiyorum,False,DIGER
giderim,kredi,istiyorum,civarında,53000,False,DIGER
civarında,istiyorum,giderim,53000,TL,False,DIGER
53000,giderim,civarında,TL,<YOK>,True,GIDER
TL,civarında,53000,<YOK>,<YOK>,False,DIGER
Düzenli,<YOK>,<YOK>,giderim,8500,False,DIGER
giderim,<YOK>,Düzenli,8500,TL,False,DIGER
8500,Düzenli,giderim,TL,ve,True,GIDER
TL,giderim,8500,ve,gelirim,False,DIGER
ve,8500,TL,gelirim,78000,False,DIGER
gelirim,TL,ve,78000,TL,False,DIGER
78000,ve,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,78000,<YOK>,<YOK>,False,DIGER
Vade,<YOK>,<YOK>,olarak,50,False,DIGER
olarak,<YOK>,Vade,50,ay,False,DIGER
50,Vade,olarak,ay,düşünüyorum,True,VADE
ay,olarak,50,düşünüyorum,düzenli,False,DIGER
düşünüyorum,50,ay,düzenli,gelirim,False,DIGER
düzenli,ay,düşünüyorum,gelirim,30000,False,DIGER
gelirim,düşünüyorum,düzenli,30000,TL,False,DIGER
30000,düzenli,gelirim,TL,ve,True,GELIR
TL,gelirim,30000,ve,ortalama,False,DIGER
ve,30000,TL,ortalama,giderim,False,DIGER
ortalama,TL,ve,giderim,76500,False,DIGER
giderim,ve,ortalama,76500,€,False,DIGER
76500,ortalama,giderim,€,ve,True,GIDER
€,giderim,76500,ve,talep,False,DIGER
ve,76500,€,talep,ettiğim,False,DIGER
talep,€,ve,ettiğim,tutar,False,DIGER
ettiğim,ve,talep,tutar,362500,False,DIGER
tutar,talep,ettiğim,362500,€,False,DIGER
362500,ettiğim,tutar,€,<YOK>,True,TUTAR
€,tutar,362500,<YOK>,<YOK>,False,DIGER
37,<YOK>,<YOK>,ay,vadeli,True,VADE
ay,<YOK>,37,vadeli,yaklaşık,False,DIGER
vadeli,37,ay,yaklaşık,144000,False,DIGER
yaklaşık,ay,vadeli,144000,TL,False,DIGER
144000,vadeli,yaklaşık,TL,bir,True,TUTAR
TL,yaklaşık,144000,bir,kredi,False,DIGER
bir,144000,TL,kredi,istiyorum,False,DIGER
551000,<YOK>,<YOK>,$,ihtiyaç,True,TUTAR
$,<YOK>,551000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,551000,$,kredisi,istiyorum,False,DIGER
kredisi,$,ihtiyaç,istiyorum,ve,False,DIGER
ve,kredisi,istiyorum,giderim,32000,False,DIGER
giderim,istiyorum,ve,32000,TL,False,DIGER
32000,ve,giderim,TL,ve,True,GIDER
TL,giderim,32000,ve,27,False,DIGER
ve,32000,TL,27,ay,False,DIGER
ay,ve,27,vadeyle,ve,False,DIGER
vadeyle,27,ay,ve,net,False,DIGER
ve,ay,vadeyle,net,gelirim,False,DIGER
net,vadeyle,ve,gelirim,83000,False,DIGER
gelirim,ve,net,83000,TL,False,DIGER
83000,net,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,83000,<YOK>,<YOK>,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,25000,False,DIGER
giderim,<YOK>,Ortalama,25000,TL,False,DIGER
25000,Ortalama,giderim,TL,ve,True,GIDER
TL,giderim,25000,ve,gelirim,False,DIGER
ve,25000,TL,gelirim,81500,False,DIGER
gelirim,TL,ve,81500,euro,False,DIGER
81500,ve,gelirim,euro,139000,True,GELIR
euro,gelirim,81500,139000,euro,False,DIGER
139000,81500,euro,euro,çekmek,True,TUTAR
euro,euro,139000,çekmek,istiyorum,False,DIGER
çekmek,139000,euro,istiyorum,41,False,DIGER
istiyorum,euro,çekmek,41,ay,False,DIGER
41,çekmek,istiyorum,ay,vadeli,True,VADE
ay,istiyorum,41,vadeli,<YOK>,False,DIGER
vadeli,41,ay,<YOK>,<YOK>,False,DIGER
civarında,<YOK>,Giderim,72500,euro,False,DIGER
72500,Giderim,civarında,euro,ve,True,GIDER
euro,civarında,72500,ve,119000,False,DIGER
ve,72500,euro,119000,TL,False,DIGER
119000,euro,ve,TL,maaş,True,GELIR
TL,ve,119000,maaş,alıyorum,False,DIGER
maaş,119000,TL,alıyorum,<YOK>,False,DIGER
123500,<YOK>,<YOK>,dolar,çekmek,True,TUTAR
dolar,<YOK>,123500,çekmek,istiyorum,False,DIGER
çekmek,123500,dolar,istiyorum,ama,False,DIGER
istiyorum,dolar,çekmek,ama,26,False,DIGER
ama,çekmek,istiyorum,26,ay,False,DIGER
26,istiyorum,ama,ay,içinde,True,VADE
ay,ama,26,içinde,ödemek,False,DIGER
istiyorum,içinde,ödemek,giderim,ise,False,DIGER
giderim,ödemek,istiyorum,ise,3000,False,DIGER
ise,istiyorum,giderim,3000,TL,False,DIGER
3000,giderim,ise,TL,ve,True,GIDER
TL,ise,3000,ve,net,False,DIGER
ve,3000,TL,net,gelirim,False,DIGER
net,TL,ve,gelirim,46500,False,DIGER
gelirim,ve,net,46500,$,False,DIGER
46500,net,gelirim,$,<YOK>,True,GELIR
$,gelirim,46500,<YOK>,<YOK>,False,DIGER
133500,<YOK>,<YOK>,$,ihtiyaç,True,TUTAR
$,<YOK>,133500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,133500,$,kredisi,istiyorum,False,DIGER
kredisi,$,ihtiyaç,istiyorum,8,False,DIGER
istiyorum,ihtiyaç,kredisi,8,ay,False,DIGER
8,kredisi,istiyorum,ay,vade,True,VADE
ay,istiyorum,8,vade,ile,False,DIGER
vade,8,ay,ile,55500,False,DIGER
ile,ay,vade,55500,$,False,DIGER
55500,vade,ile,$,geliri,True,GELIR
$,ile,55500,geliri,var,False,DIGER
geliri,55500,$,var,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,civarında,66000,False,DIGER
civarında,<YOK>,Giderim,66000,$,False,DIGER
66000,Giderim,civarında,$,54,True,GIDER
$,civarında,66000,54,ay,False,DIGER
54,66000,$,ay,vade,True,VADE
ay,$,54,vade,ile,False,DIGER
ile,ay,vade,ve,453500,False,DIGER
ve,vade,ile,453500,USD,False,DIGER
453500,ile,ve,USD,kredi,True,TUTAR
USD,ve,453500,kredi,kullanmak,False,DIGER
kredi,453500,USD,kullanmak,istiyorum,False,DIGER
Gelirim,<YOK>,<YOK>,ise,148500,False,DIGER
ise,<YOK>,Gelirim,148500,TL,False,DIGER
148500,Gelirim,ise,TL,ama,True,GELIR
TL,ise,148500,ama,giderim,False,DIGER
ama,148500,TL,giderim,ise,False,DIGER
giderim,TL,ama,ise,79000,False,DIGER
ise,ama,giderim,79000,$,False,DIGER
79000,giderim,ise,$,ve,True,GIDER
$,ise,79000,ve,261500,False,DIGER
ve,79000,$,261500,euro,False,DIGER
261500,$,ve,euro,ihtiyaç,True,TUTAR
euro,ve,261500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,261500,euro,kredisi,istiyorum,False,DIGER
Aylık,<YOK>,<YOK>,103000,USD,False,DIGER
103000,<YOK>,Aylık,USD,kazanıyorum,True,GELIR
USD,Aylık,103000,kazanıyorum,ama,False,DIGER
kazanıyorum,103000,USD,ama,10,False,DIGER
ama,USD,kazanıyorum,10,ay,False,DIGER
10,kazanıyorum,ama,ay,vade,True,VADE
ay,ama,10,vade,ile,False,DIGER
Ayda,<YOK>,<YOK>,21000,dolar,False,DIGER
21000,<YOK>,Ayda,dolar,harcıyorum,True,GIDER
dolar,Ayda,21000,harcıyorum,ama,False,DIGER
harcıyorum,21000,dolar,ama,593000,False,DIGER
ama,dolar,harcıyorum,593000,$,False,DIGER
593000,harcıyorum,ama,$,taşıt,True,TUTAR
$,ama,593000,taşıt,kredisi,False,DIGER
taşıt,593000,$,kredisi,kullanmak,False,DIGER
Maaşım,<YOK>,<YOK>,22500,TL,False,DIGER
22500,<YOK>,Maaşım,TL,48,True,GELIR
TL,Maaşım,22500,48,ay,False,DIGER
48,22500,TL,ay,içinde,True,VADE
Giderim,<YOK>,<YOK>,58500,euro,False,DIGER
58500,<YOK>,Giderim,euro,92000,True,GIDER
euro,Giderim,58500,92000,€,False,DIGER
92000,58500,euro,€,ihtiyaç,True,TUTAR
€,euro,92000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,92000,€,kredisi,istiyorum,False,DIGER
163000,<YOK>,<YOK>,TL,çekmek,True,TUTAR
TL,<YOK>,163000,çekmek,istiyorum,False,DIGER
çekmek,163000,TL,istiyorum,ve,False,DIGER
ve,çekmek,istiyorum,giderim,ise,False,DIGER
giderim,istiyorum,ve,ise,4500,False,DIGER
ise,ve,giderim,4500,$,False,DIGER
4500,giderim,ise,$,ve,True,GIDER
$,ise,4500,ve,14,False,DIGER
ve,4500,$,14,ay,False,DIGER
14,$,ve,ay,vade,True,VADE
ay,ve,14,vade,düşünüyorum,False,DIGER
vade,14,ay,düşünüyorum,ama,False,DIGER
düşünüyorum,ay,vade,ama,düzenli,False,DIGER
ama,vade,düşünüyorum,düzenli,gelirim,False,DIGER
düzenli,düşünüyorum,ama,gelirim,44500,False,DIGER
gelirim,ama,düzenli,44500,USD,False,DIGER
44500,düzenli,gelirim,USD,<YOK>,True,GELIR
USD,gelirim,44500,<YOK>,<YOK>,False,DIGER
24,<YOK>,<YOK>,ay,içinde,True,VADE
ay,<YOK>,24,içinde,ödemek,False,DIGER
içinde,24,ay,ödemek,istiyorum,False,DIGER
istiyorum,içinde,ödemek,ama,315500,False,DIGER
ama,ödemek,istiyorum,315500,TL,False,DIGER
315500,istiyorum,ama,TL,kredi,True,TUTAR
TL,ama,315500,kredi,istiyorum,False,DIGER
kredi,315500,TL,istiyorum,ve,False,DIGER
istiyorum,TL,kredi,ve,aylık,False,DIGER
ve,kredi,istiyorum,aylık,16000,False,DIGER
aylık,istiyorum,ve,16000,TL,False,DIGER
16000,ve,aylık,TL,kazanıyorum,True,GELIR
TL,aylık,16000,kazanıyorum,ve,False,DIGER
kazanıyorum,16000,TL,ve,giderim,False,DIGER
ve,TL,kazanıyorum,giderim,54500,False,DIGER
giderim,kazanıyorum,ve,54500,$,False,DIGER
54500,ve,giderim,$,<YOK>,True,GIDER
$,giderim,54500,<YOK>,<YOK>,False,DIGER
ay,olarak,35,düşünüyorum,düzenli,False,DIGER
düşünüyorum,35,ay,düzenli,gelirim,False,DIGER
düzenli,ay,düşünüyorum,gelirim,67500,False,DIGER
gelirim,düşünüyorum,düzenli,67500,$,False,DIGER
67500,düzenli,gelirim,$,ve,True,GELIR
$,gelirim,67500,ve,harcamalarım,False,DIGER
ve,67500,$,harcamalarım,15000,False,DIGER
harcamalarım,$,ve,15000,USD,False,DIGER
15000,ve,harcamalarım,USD,ama,True,GIDER
USD,harcamalarım,15000,ama,237000,False,DIGER
ama,15000,USD,237000,$,False,DIGER
237000,USD,ama,$,taşıt,True,TUTAR
$,ama,237000,taşıt,kredisi,False,DIGER
taşıt,237000,$,kredisi,kullanmak,False,DIGER
Ortalama,<YOK>,<YOK>,56000,USD,False,DIGER
56000,<YOK>,Ortalama,USD,kazanç,True,GELIR
USD,Ortalama,56000,kazanç,sağlıyorum,False,DIGER
kazanç,56000,USD,sağlıyorum,ortalama,False,DIGER
sağlıyorum,USD,kazanç,ortalama,giderim,False,DIGER
ortalama,kazanç,sağlıyorum,giderim,65500,False,DIGER
giderim,sağlıyorum,ortalama,65500,euro,False,DIGER
65500,ortalama,giderim,euro,ama,True,GIDER
euro,giderim,65500,ama,27,False,DIGER
ama,65500,euro,27,ay,False,DIGER
27,euro,ama,ay,vade,True,VADE
ay,ama,27,vade,düşünüyorum,False,DIGER
vade,27,ay,düşünüyorum,<YOK>,False,DIGER
düşünüyorum,ay,vade,ama,298000,False,DIGER
ama,vade,düşünüyorum,298000,TL,False,DIGER
298000,düşünüyorum,ama,TL,konut,True,TUTAR
TL,ama,298000,konut,kredisi,False,DIGER
konut,298000,TL,kredisi,istiyorum,False,DIGER
Ayda,<YOK>,<YOK>,46500,TL,False,DIGER
46500,<YOK>,Ayda,TL,harcıyorum,True,GIDER
TL,Ayda,46500,harcıyorum,ve,False,DIGER
harcıyorum,46500,TL,ve,elime,False,DIGER
ve,TL,harcıyorum,elime,50500,False,DIGER
elime,harcıyorum,ve,50500,USD,False,DIGER
50500,ve,elime,USD,geçiyor,True,GELIR
USD,elime,50500,geçiyor,<YOK>,False,DIGER
geçiyor,50500,USD,<YOK>,<YOK>,False,DIGER
41,<YOK>,<YOK>,ay,vade,True,VADE
ay,<YOK>,41,vade,ile,False,DIGER
vade,41,ay,ile,talep,False,DIGER
ettiğim,ile,talep,tutar,211500,False,DIGER
tutar,talep,ettiğim,211500,USD,False,DIGER
211500,ettiğim,tutar,USD,<YOK>,True,TUTAR
USD,tutar,211500,<YOK>,<YOK>,False,DIGER
38000,<YOK>,<YOK>,TL,gider,True,GIDER
TL,<YOK>,38000,gider,yapıyorum,False,DIGER
gider,38000,TL,yapıyorum,toplam,False,DIGER
yapıyorum,TL,gider,toplam,gelirim,False,DIGER
toplam,gider,yapıyorum,gelirim,134500,False,DIGER
gelirim,yapıyorum,toplam,134500,TL,False,DIGER
134500,toplam,gelirim,TL,civarında,True,GELIR
TL,gelirim,134500,civarında,<YOK>,False,DIGER
civarında,134500,TL,<YOK>,<YOK>,False,DIGER
338500,<YOK>,<YOK>,TL,ihtiyaç,True,TUTAR
TL,<YOK>,338500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,338500,TL,kredisi,istiyorum,False,DIGER
kredisi,TL,ihtiyaç,istiyorum,21,False,DIGER
istiyorum,ihtiyaç,kredisi,21,ay,False,DIGER
Ayda,<YOK>,<YOK>,54000,euro,False,DIGER
54000,<YOK>,Ayda,euro,harcıyorum,True,GIDER
euro,Ayda,54000,harcıyorum,ve,False,DIGER
harcıyorum,54000,euro,ve,düzenli,False,DIGER
ve,euro,harcıyorum,düzenli,gelirim,False,DIGER
düzenli,harcıyorum,ve,gelirim,33500,False,DIGER
gelirim,ve,düzenli,33500,euro,False,DIGER
33500,düzenli,gelirim,euro,ama,True,GELIR
euro,gelirim,33500,ama,yaklaşık,False,DIGER
ama,33500,euro,yaklaşık,120500,False,DIGER
yaklaşık,euro,ama,120500,USD,False,DIGER
120500,ama,yaklaşık,USD,bir,True,TUTAR
USD,yaklaşık,120500,bir,kredi,False,DIGER
bir,120500,USD,kredi,istiyorum,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,79500,False,DIGER
giderim,<YOK>,Ortalama,79500,TL,False,DIGER
79500,Ortalama,giderim,TL,173500,True,GIDER
TL,giderim,79500,173500,€,False,DIGER
173500,79500,TL,€,taşıt,True,TUTAR
€,TL,173500,taşıt,kredisi,False,DIGER
taşıt,173500,€,kredisi,kullanmak,False,DIGER
kullanmak,taşıt,kredisi,istiyorum,8,False,DIGER
istiyorum,kredisi,kullanmak,8,ay,False,DIGER
8,kullanmak,istiyorum,ay,içinde,True,VADE
ay,istiyorum,8,içinde,ödemek,False,DIGER
içinde,8,ay,ödemek,istiyorum,False,DIGER
ve,ödemek,istiyorum,maaşım,44500,False,DIGER
maaşım,istiyorum,ve,44500,TL,False,DIGER
44500,ve,maaşım,TL,<YOK>,True,GELIR
TL,maaşım,44500,<YOK>,<YOK>,False,DIGER
53,<YOK>,<YOK>,ay,vadeyle,True,VADE
ay,<YOK>,53,vadeyle,ve,False,DIGER
vadeyle,53,ay,ve,net,False,DIGER
net,vadeyle,ve,gelirim,84000,False,DIGER
gelirim,ve,net,84000,euro,False,DIGER
84000,net,gelirim,euro,ama,True,GELIR
euro,gelirim,84000,ama,giderim,False,DIGER
ama,84000,euro,giderim,53500,False,DIGER
giderim,euro,ama,53500,TL,False,DIGER
53500,ama,giderim,TL,<YOK>,True,GIDER
vade,39,ay,ile,ama,False,DIGER
ile,ay,vade,ama,30500,False,DIGER
ama,vade,ile,30500,TL,False,DIGER
30500,ile,ama,TL,ihtiyaç,True,TUTAR
TL,ama,30500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,30500,TL,kredisi,istiyorum,False,DIGER
15000,Ortalama,giderim,€,85000,True,GIDER
€,giderim,15000,85000,TL,False,DIGER
85000,15000,€,TL,geliri,True,GELIR
TL,€,85000,geliri,var,False,DIGER
geliri,85000,TL,var,39,False,DIGER
var,TL,geliri,39,aylık,False,DIGER
39,geliri,var,aylık,108500,True,VADE
aylık,var,39,108500,TL,False,DIGER
108500,39,aylık,TL,çekmek,True,TUTAR
TL,aylık,108500,çekmek,istiyorum,False,DIGER
Elime,<YOK>,<YOK>,132000,dolar,False,DIGER
132000,<YOK>,Elime,dolar,geçiyor,True,GELIR
dolar,Elime,132000,geçiyor,ama,False,DIGER
geçiyor,132000,dolar,ama,düzenli,False,DIGER
ama,dolar,geçiyor,düzenli,giderim,False,DIGER
düzenli,geçiyor,ama,giderim,21000,False,DIGER
giderim,ama,düzenli,21000,TL,False,DIGER
21000,düzenli,giderim,TL,<YOK>,True,GIDER
TL,giderim,21000,<YOK>,<YOK>,False,DIGER
Net,<YOK>,<YOK>,gelirim,83000,False,DIGER
gelirim,<YOK>,Net,83000,$,False,DIGER
83000,Net,gelirim,$,ama,True,GELIR
$,gelirim,83000,ama,477000,False,DIGER
ama,83000,$,477000,euro,False,DIGER
477000,$,ama,euro,taşıt,True,TUTAR
euro,ama,477000,taşıt,kredisi,False,DIGER
taşıt,477000,euro,kredisi,kullanmak,False,DIGER
istiyorum,kredisi,kullanmak,8,aylık,False,DIGER
8,kullanmak,istiyorum,aylık,<YOK>,True,VADE
aylık,istiyorum,8,<YOK>,<YOK>,False,DIGER
Harcamalarım,<YOK>,<YOK>,8500,TL,False,DIGER
8500,<YOK>,Harcamalarım,TL,ve,True,GIDER
TL,Harcamalarım,8500,ve,yaklaşık,False,DIGER
ve,8500,TL,yaklaşık,23000,False,DIGER
yaklaşık,TL,ve,23000,TL,False,DIGER
23000,ve,yaklaşık,TL,bir,True,TUTAR
TL,yaklaşık,23000,bir,kredi,False,DIGER
bir,23000,TL,kredi,istiyorum,False,DIGER
kredi,TL,bir,istiyorum,27,False,DIGER
istiyorum,bir,kredi,27,aylık,False,DIGER
27,kredi,istiyorum,aylık,ve,True,VADE
aylık,istiyorum,27,ve,toplam,False,DIGER
ve,27,aylık,toplam,gelirim,False,DIGER
toplam,aylık,ve,gelirim,112500,False,DIGER
gelirim,ve,toplam,112500,TL,False,DIGER
TL,gelirim,112500,civarında,<YOK>,False,DIGER
civarında,112500,TL,<YOK>,<YOK>,False,DIGER
giderim,<YOK>,Ortalama,15000,euro,False,DIGER
15000,Ortalama,giderim,euro,ama,True,GIDER
euro,giderim,15000,ama,576000,False,DIGER
ama,15000,euro,576000,€,False,DIGER
576000,euro,ama,€,kredi,True,TUTAR
€,ama,576000,kredi,çekmeyi,False,DIGER
kredi,576000,€,çekmeyi,düşünüyorum,False,DIGER
36000,<YOK>,<YOK>,$,geliri,True,GELIR
$,<YOK>,36000,geliri,var,False,DIGER
geliri,36000,$,var,ama,False,DIGER
var,$,geliri,ama,28,False,DIGER
ama,geliri,var,28,ay,False,DIGER
28,var,ama,ay,vade,True,VADE
ay,ama,28,vade,ile,False,DIGER
vade,28,ay,ile,<YOK>,False,DIGER
41,<YOK>,<YOK>,aylık,ama,True,VADE
aylık,<YOK>,41,ama,514000,False,DIGER
ama,41,aylık,514000,TL,False,DIGER
514000,aylık,ama,TL,konut,True,TUTAR
TL,ama,514000,konut,kredisi,False,DIGER
konut,514000,TL,kredisi,istiyorum,False,DIGER
ortalama,kredisi,istiyorum,giderim,8000,False,DIGER
giderim,istiyorum,ortalama,8000,USD,False,DIGER
8000,ortalama,giderim,USD,<YOK>,True,GIDER
USD,giderim,8000,<YOK>,<YOK>,False,DIGER
63500,<YOK>,<YOK>,euro,geliri,True,GELIR
euro,<YOK>,63500,geliri,var,False,DIGER
geliri,63500,euro,var,giderlerim,False,DIGER
var,euro,geliri,giderlerim,yaklaşık,False,DIGER
giderlerim,geliri,var,yaklaşık,52500,False,DIGER
yaklaşık,var,giderlerim,52500,TL,False,DIGER
52500,giderlerim,yaklaşık,TL,<YOK>,True,GIDER
TL,yaklaşık,52500,<YOK>,<YOK>,False,DIGER
71500,<YOK>,<YOK>,TL,konut,True,TUTAR
TL,<YOK>,71500,konut,kredisi,False,DIGER
konut,71500,TL,kredisi,istiyorum,False,DIGER
düzenli,kredisi,istiyorum,giderim,58000,False,DIGER
giderim,istiyorum,düzenli,58000,dolar,False,DIGER
58000,düzenli,giderim,dolar,14,True,GIDER
dolar,giderim,58000,14,ay,False,DIGER
14,58000,dolar,ay,içinde,True,VADE
ay,dolar,14,içinde,ödemek,False,DIGER
ödemek,ay,içinde,istiyorum,26000,False,DIGER
istiyorum,içinde,ödemek,26000,dolar,False,DIGER
26000,ödemek,istiyorum,dolar,geliri,True,GELIR
dolar,istiyorum,26000,geliri,var,False,DIGER
geliri,26000,dolar,var,<YOK>,False,DIGER
Düzenli,<YOK>,<YOK>,gelirim,126000,False,DIGER
gelirim,<YOK>,Düzenli,126000,$,False,DIGER
126000,Düzenli,gelirim,$,ve,True,GELIR
$,gelirim,126000,ve,60,False,DIGER
ve,126000,$,60,ay,False,DIGER
60,$,ve,ay,içinde,True,VADE
ay,ve,60,içinde,ödemek,False,DIGER
ödemek,ay,içinde,istiyorum,71000,False,DIGER
istiyorum,içinde,ödemek,71000,TL,False,DIGER
71000,ödemek,istiyorum,TL,taşıt,True,TUTAR
TL,istiyorum,71000,taşıt,kredisi,False,DIGER
taşıt,71000,TL,kredisi,kullanmak,False,DIGER
euro,giderlerim,29000,ama,33,False,DIGER
ama,29000,euro,33,ay,False,DIGER
33,euro,ama,ay,vadeyle,True,VADE
ay,ama,33,vadeyle,ve,False,DIGER
vadeyle,33,ay,ve,386500,False,DIGER
ve,ay,vadeyle,386500,$,False,DIGER
386500,vadeyle,ve,$,kredi,True,TUTAR
$,ve,386500,kredi,kullanmak,False,DIGER
kredi,386500,$,kullanmak,istiyorum,False,DIGER
Giderim,<YOK>,<YOK>,ise,78500,False,DIGER
ise,<YOK>,Giderim,78500,TL,False,DIGER
78500,Giderim,ise,TL,55,True,GIDER
TL,ise,78500,55,ay,False,DIGER
55,78500,TL,ay,içinde,True,VADE
ay,TL,55,içinde,ödemek,False,DIGER
ödemek,ay,içinde,istiyorum,172500,False,DIGER
istiyorum,içinde,ödemek,172500,€,False,DIGER
172500,ödemek,istiyorum,€,kredi,True,TUTAR
€,istiyorum,172500,kredi,istiyorum,False,DIGER
kredi,172500,€,istiyorum,ve,False,DIGER
istiyorum,€,kredi,ve,aylık,False,DIGER
ve,kredi,istiyorum,aylık,gelirim,False,DIGER
gelirim,ve,aylık,yaklaşık,90500,False,DIGER
yaklaşık,aylık,gelirim,90500,TL,False,DIGER
90500,gelirim,yaklaşık,TL,<YOK>,True,GELIR
TL,yaklaşık,90500,<YOK>,<YOK>,False,DIGER
146500,<YOK>,<YOK>,€,kredi,True,TUTAR
€,<YOK>,146500,kredi,çekmeyi,False,DIGER
kredi,146500,€,çekmeyi,düşünüyorum,False,DIGER
çekmeyi,€,kredi,düşünüyorum,aylık,False,DIGER
düşünüyorum,kredi,çekmeyi,aylık,65000,False,DIGER
aylık,çekmeyi,düşünüyorum,65000,TL,False,DIGER
65000,düşünüyorum,aylık,TL,kazanıyorum,True,GELIR
TL,aylık,65000,kazanıyorum,ama,False,DIGER
kazanıyorum,65000,TL,ama,aylık,False,DIGER
ama,TL,kazanıyorum,aylık,masraflarım,False,DIGER
aylık,kazanıyorum,ama,masraflarım,24500,False,DIGER
masraflarım,ama,aylık,24500,$,False,DIGER
24500,aylık,masraflarım,$,ve,True,GIDER
$,masraflarım,24500,ve,16,False,DIGER
ve,24500,$,16,aylık,False,DIGER
Ayda,<YOK>,<YOK>,50500,TL,False,DIGER
50500,<YOK>,Ayda,TL,harcıyorum,True,GIDER
TL,Ayda,50500,harcıyorum,elime,False,DIGER
harcıyorum,50500,TL,elime,139500,False,DIGER
elime,TL,harcıyorum,139500,TL,False,DIGER
139500,harcıyorum,elime,TL,geçiyor,True,GELIR
TL,elime,139500,geçiyor,<YOK>,False,DIGER
geçiyor,139500,TL,<YOK>,<YOK>,False,DIGER
445000,<YOK>,<YOK>,euro,kredi,True,TUTAR
euro,<YOK>,445000,kredi,kullanmak,False,DIGER
kredi,445000,euro,kullanmak,istiyorum,False,DIGER
kullanmak,euro,kredi,istiyorum,37,False,DIGER
ay,istiyorum,37,vade,düşünüyorum,False,DIGER
vade,37,ay,düşünüyorum,ama,False,DIGER
ama,vade,düşünüyorum,gelirim,ise,False,DIGER
gelirim,düşünüyorum,ama,ise,96000,False,DIGER
ise,ama,gelirim,96000,TL,False,DIGER
96000,gelirim,ise,TL,ve,True,GELIR
TL,ise,96000,ve,ortalama,False,DIGER
ve,96000,TL,ortalama,giderim,False,DIGER
ortalama,TL,ve,giderim,59000,False,DIGER
giderim,ve,ortalama,59000,euro,False,DIGER
59000,ortalama,giderim,euro,<YOK>,True,GIDER
euro,giderim,59000,<YOK>,<YOK>,False,DIGER
Vade,<YOK>,<YOK>,olarak,30,False,DIGER
